year,province,variety,plantingarea,harvestedarea,production,YieldPA,YieldHA,portionplant
2017,Samut Prakan,KDML105,0,0,0,0,0,0
2017,Samut Prakan,SuphanBuri60,0,0,0,0,0,0
2017,Samut Prakan,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Samut Prakan,NonPhotoperiodSensitiveRice,18210,18153,13595,747,749,89.6
2017,Samut Prakan,ChaiNat1,0,0,0,0,0,0
2017,Samut Prakan,KhlongLuang1,0,0,0,0,0,0
2017,Samut Prakan,SupanburiAromaticRice,0,0,0,0,0,0
2017,Samut Prakan,PTT1,2113,2106,1655,783,786,10.4
2017,Samut Prakan,SuphanBuri1,0,0,0,0,0,0
2017,Samut Sakhon,NativeRice,0,0,0,0,0,0
2017,Samut Sakhon,RD6,0,0,0,0,0,0
2017,Samut Sakhon,RD15,0,0,0,0,0,0
2017,Samut Sakhon,KDML105,0,0,0,0,0,0
2017,Samut Sakhon,SuphanBuri60,0,0,0,0,0,0
2017,Samut Sakhon,PhotoperiodSensitiveRice,650,648,401,617,619,12.45
2017,Samut Sakhon,NonPhotoperiodSensitiveRice,4572,4554,3276,717,719,87.55
2017,Samut Sakhon,ChaiNat1,0,0,0,0,0,0
2017,Samut Sakhon,KhlongLuang1,0,0,0,0,0,0
2017,Samut Sakhon,SupanburiAromaticRice,0,0,0,0,0,0
2017,Samut Sakhon,PTT1,0,0,0,0,0,0
2017,Samut Sakhon,SuphanBuri1,0,0,0,0,0,0
2017,Nakhon Pathom,NativeRice,0,0,0,0,0,0
2017,Nakhon Pathom,RD6,0,0,0,0,0,0
2017,Nakhon Pathom,RD15,0,0,0,0,0,0
2017,Nakhon Pathom,KDML105,0,0,0,0,0,0
2017,Nakhon Pathom,SuphanBuri60,953,946,655,687,692,0.31
2017,Nakhon Pathom,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Nakhon Pathom,NonPhotoperiodSensitiveRice,286822,284821,211326,737,742,92.64
2017,Nakhon Pathom,ChaiNat1,0,0,0,0,0,0
2017,Nakhon Pathom,KhlongLuang1,0,0,0,0,0,0
2017,Nakhon Pathom,SupanburiAromaticRice,0,0,0,0,0,0
2017,Nakhon Pathom,PTT1,16286,16153,11453,703,709,5.26
2017,Nakhon Pathom,SuphanBuri1,5532,5495,3880,701,706,1.79
2017,Kanchanaburi,NativeRice,19391,19250,6398,330,332,5.16
2017,Kanchanaburi,RD6,0,0,0,0,0,0
2017,Kanchanaburi,RD15,0,0,0,0,0,0
2017,Kanchanaburi,KDML105,104796,104131,43368,414,416,27.87
2017,Kanchanaburi,SuphanBuri60,0,0,0,0,0,0
2017,Kanchanaburi,PhotoperiodSensitiveRice,2726,2713,1529,561,564,0.72
2017,Kanchanaburi,NonPhotoperiodSensitiveRice,79109,78636,54536,689,694,21.04
2017,Kanchanaburi,ChaiNat1,0,0,0,0,0,0
2017,Kanchanaburi,KhlongLuang1,0,0,0,0,0,0
2017,Kanchanaburi,SupanburiAromaticRice,1844,1832,1211,657,661,0.49
2017,Kanchanaburi,PTT1,72099,71650,53942,748,753,19.17
2017,Kanchanaburi,SuphanBuri1,96076,95475,69789,726,731,25.55
2017,Ratchaburi,NativeRice,3525,3515,1558,442,443,1.44
2017,Ratchaburi,RD6,0,0,0,0,0,0
2017,Ratchaburi,RD15,0,0,0,0,0,0
2017,Ratchaburi,KDML105,6523,6505,2599,398,400,2.67
2017,Ratchaburi,SuphanBuri60,0,0,0,0,0,0
2017,Ratchaburi,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Ratchaburi,NonPhotoperiodSensitiveRice,56854,56693,38214,672,674,23.27
2017,Ratchaburi,ChaiNat1,14757,14713,10240,694,696,6.04
2017,Ratchaburi,KhlongLuang1,0,0,0,0,0,0
2017,Ratchaburi,SupanburiAromaticRice,0,0,0,0,0,0
2017,Ratchaburi,PTT1,31389,31300,21995,701,703,12.85
2017,Ratchaburi,SuphanBuri1,131292,130943,90470,689,691,53.73
2017,Samut Songkhram,NativeRice,0,0,0,0,0,0
2017,Samut Songkhram,RD6,0,0,0,0,0,0
2017,Samut Songkhram,RD15,0,0,0,0,0,0
2017,Samut Songkhram,KDML105,0,0,0,0,0,0
2017,Samut Songkhram,SuphanBuri60,0,0,0,0,0,0
2017,Samut Songkhram,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Samut Songkhram,NonPhotoperiodSensitiveRice,1164,1164,828,711,711,57.06
2017,Samut Songkhram,ChaiNat1,0,0,0,0,0,0
2017,Samut Songkhram,KhlongLuang1,0,0,0,0,0,0
2017,Samut Songkhram,SupanburiAromaticRice,0,0,0,0,0,0
2017,Samut Songkhram,PTT1,0,0,0,0,0,0
2017,Samut Songkhram,SuphanBuri1,876,876,616,703,703,42.94
2017,Phetchaburi,NativeRice,1432,1415,566,395,400,0.5
2017,Phetchaburi,RD6,0,0,0,0,0,0
2017,Phetchaburi,RD15,0,0,0,0,0,0
2017,Phetchaburi,KDML105,753,750,320,425,427,0.26
2017,Phetchaburi,SuphanBuri60,2894,2861,1721,595,602,0.99
2017,Phetchaburi,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Phetchaburi,NonPhotoperiodSensitiveRice,173342,171226,119324,688,697,59.54
2017,Phetchaburi,ChaiNat1,34514,34124,22951,665,673,11.85
2017,Phetchaburi,KhlongLuang1,0,0,0,0,0,0
2017,Phetchaburi,SupanburiAromaticRice,0,0,0,0,0,0
2017,Phetchaburi,PTT1,8011,7914,5663,707,716,2.75
2017,Phetchaburi,SuphanBuri1,70211,69324,48740,694,703,24.11
2017,Prachuap Khiri Khan,NativeRice,202,193,75,371,389,2.24
2017,Prachuap Khiri Khan,RD6,0,0,0,0,0,0
2017,Prachuap Khiri Khan,RD15,0,0,0,0,0,0
2017,Prachuap Khiri Khan,KDML105,1236,1183,518,419,438,13.7
2017,Prachuap Khiri Khan,SuphanBuri60,0,0,0,0,0,0
2017,Prachuap Khiri Khan,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Prachuap Khiri Khan,NonPhotoperiodSensitiveRice,2464,2372,1122,455,473,27.32
2017,Prachuap Khiri Khan,ChaiNat1,2524,2404,1339,531,557,27.98
2017,Prachuap Khiri Khan,KhlongLuang1,0,0,0,0,0,0
2017,Prachuap Khiri Khan,SupanburiAromaticRice,0,0,0,0,0,0
2017,Prachuap Khiri Khan,PTT1,1960,1874,1117,570,596,21.73
2017,Prachuap Khiri Khan,SuphanBuri1,634,607,364,574,600,7.03
2017,Chumphon,NativeRice,256,254,96,375,378,8.7
2017,Chumphon,RD6,0,0,0,0,0,0
2017,Chumphon,RD15,0,0,0,0,0,0
2017,Chumphon,KDML105,86,86,30,349,349,2.93
2017,Chumphon,SuphanBuri60,0,0,0,0,0,0
2017,Chumphon,PhotoperiodSensitiveRice,157,156,53,338,340,5.34
2017,Chumphon,NonPhotoperiodSensitiveRice,204,202,70,343,347,6.94
2017,Chumphon,ChaiNat1,0,0,0,0,0,0
2017,Chumphon,KhlongLuang1,0,0,0,0,0,0
2017,Chumphon,SupanburiAromaticRice,0,0,0,0,0,0
2017,Chumphon,PTT1,2237,2219,1014,453,457,76.09
2017,Chumphon,SuphanBuri1,0,0,0,0,0,0
2017,Ranong,NativeRice,404,399,141,349,353,65.48
2017,Ranong,RD6,0,0,0,0,0,0
2017,Ranong,RD15,0,0,0,0,0,0
2017,Ranong,KDML105,0,0,0,0,0,0
2017,Ranong,SuphanBuri60,0,0,0,0,0,0
2017,Ranong,PhotoperiodSensitiveRice,213,210,65,305,310,34.52
2017,Ranong,NonPhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Ranong,ChaiNat1,0,0,0,0,0,0
2017,Ranong,KhlongLuang1,0,0,0,0,0,0
2017,Ranong,SupanburiAromaticRice,0,0,0,0,0,0
2017,Ranong,PTT1,0,0,0,0,0,0
2017,Ranong,SuphanBuri1,0,0,0,0,0,0
2017,Surat Thani,NativeRice,239,239,72,301,301,2.38
2017,Surat Thani,RD6,0,0,0,0,0,0
2017,Surat Thani,RD15,0,0,0,0,0,0
2017,Surat Thani,KDML105,786,784,252,321,321,7.79
2017,Surat Thani,SuphanBuri60,0,0,0,0,0,0
2017,Surat Thani,PhotoperiodSensitiveRice,620,618,226,365,366,6.13
2017,Surat Thani,NonPhotoperiodSensitiveRice,4302,4287,1583,368,369,42.62
2017,Surat Thani,ChaiNat1,0,0,0,0,0,0
2017,Surat Thani,KhlongLuang1,0,0,0,0,0,0
2017,Surat Thani,SupanburiAromaticRice,0,0,0,0,0,0
2017,Surat Thani,PTT1,4146,4133,1625,392,393,41.08
2017,Surat Thani,SuphanBuri1,0,0,0,0,0,0
2017,Phangnga,NativeRice,513,510,155,302,304,19.39
2017,Phangnga,RD6,0,0,0,0,0,0
2017,Phangnga,RD15,0,0,0,0,0,0
2017,Phangnga,KDML105,745,740,230,309,311,28.13
2017,Phangnga,SuphanBuri60,0,0,0,0,0,0
2017,Phangnga,PhotoperiodSensitiveRice,490,487,149,304,306,18.5
2017,Phangnga,NonPhotoperiodSensitiveRice,414,411,124,300,302,15.63
2017,Phangnga,ChaiNat1,0,0,0,0,0,0
2017,Phangnga,KhlongLuang1,0,0,0,0,0,0
2017,Phangnga,SupanburiAromaticRice,0,0,0,0,0,0
2017,Phangnga,PTT1,486,483,185,381,383,18.35
2017,Phangnga,SuphanBuri1,0,0,0,0,0,0
2017,Phuket,NativeRice,0,0,0,0,0,0
2017,Phuket,RD6,0,0,0,0,0,0
2017,Phuket,RD15,0,0,0,0,0,0
2017,Phuket,KDML105,0,0,0,0,0,0
2017,Phuket,SuphanBuri60,0,0,0,0,0,0
2017,Phuket,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Phuket,NonPhotoperiodSensitiveRice,63,63,31,492,492,100
2017,Phuket,ChaiNat1,0,0,0,0,0,0
2017,Phuket,KhlongLuang1,0,0,0,0,0,0
2017,Phuket,SupanburiAromaticRice,0,0,0,0,0,0
2017,Phuket,PTT1,0,0,0,0,0,0
2017,Phuket,SuphanBuri1,0,0,0,0,0,0
2017,Krabi,NativeRice,1091,896,264,242,295,19.93
2017,Krabi,RD6,0,0,0,0,0,0
2017,Krabi,RD15,0,0,0,0,0,0
2017,Krabi,KDML105,667,548,158,237,288,12.19
2017,Krabi,SuphanBuri60,0,0,0,0,0,0
2017,Krabi,PhotoperiodSensitiveRice,3715,3051,887,239,291,67.88
2017,Krabi,NonPhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Krabi,ChaiNat1,0,0,0,0,0,0
2017,Krabi,KhlongLuang1,0,0,0,0,0,0
2017,Krabi,SupanburiAromaticRice,0,0,0,0,0,0
2017,Krabi,PTT1,0,0,0,0,0,0
2017,Krabi,SuphanBuri1,0,0,0,0,0,0
2017,Trang,NativeRice,6809,6809,2687,395,395,67.61
2017,Trang,RD6,0,0,0,0,0,0
2017,Trang,RD15,0,0,0,0,0,0
2017,Trang,KDML105,0,0,0,0,0,0
2017,Trang,SuphanBuri60,0,0,0,0,0,0
2017,Trang,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Trang,NonPhotoperiodSensitiveRice,3262,3262,1553,476,476,32.39
2017,Trang,ChaiNat1,0,0,0,0,0,0
2017,Trang,KhlongLuang1,0,0,0,0,0,0
2017,Trang,SupanburiAromaticRice,0,0,0,0,0,0
2017,Trang,PTT1,0,0,0,0,0,0
2017,Trang,SuphanBuri1,0,0,0,0,0,0
2017,Nakhon Si Thammarat,NativeRice,37456,36719,12895,344,351,18.77
2017,Nakhon Si Thammarat,RD6,0,0,0,0,0,0
2017,Nakhon Si Thammarat,RD15,0,0,0,0,0,0
2017,Nakhon Si Thammarat,KDML105,2266,2231,886,391,397,1.14
2017,Nakhon Si Thammarat,SuphanBuri60,0,0,0,0,0,0
2017,Nakhon Si Thammarat,PhotoperiodSensitiveRice,15637,15334,6717,430,438,7.83
2017,Nakhon Si Thammarat,NonPhotoperiodSensitiveRice,86226,84557,43983,510,520,43.2
2017,Nakhon Si Thammarat,ChaiNat1,2074,2033,970,468,477,1.04
2017,Nakhon Si Thammarat,KhlongLuang1,0,0,0,0,0,0
2017,Nakhon Si Thammarat,SupanburiAromaticRice,0,0,0,0,0,0
2017,Nakhon Si Thammarat,PTT1,55927,54785,27281,488,498,28.02
2017,Nakhon Si Thammarat,SuphanBuri1,0,0,0,0,0,0
2017,Phatthalung,NativeRice,80642,73158,28463,353,389,61.2
2017,Phatthalung,RD6,0,0,0,0,0,0
2017,Phatthalung,RD15,0,0,0,0,0,0
2017,Phatthalung,KDML105,0,0,0,0,0,0
2017,Phatthalung,SuphanBuri60,0,0,0,0,0,0
2017,Phatthalung,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Phatthalung,NonPhotoperiodSensitiveRice,29600,26949,11089,375,411,22.47
2017,Phatthalung,ChaiNat1,6148,5584,3614,588,647,4.67
2017,Phatthalung,KhlongLuang1,0,0,0,0,0,0
2017,Phatthalung,SupanburiAromaticRice,0,0,0,0,0,0
2017,Phatthalung,PTT1,15369,13956,9865,642,707,11.66
2017,Phatthalung,SuphanBuri1,0,0,0,0,0,0
2017,Songkhla,NativeRice,55508,46518,20334,366,437,26.42
2017,Songkhla,RD6,0,0,0,0,0,0
2017,Songkhla,RD15,0,0,0,0,0,0
2017,Songkhla,KDML105,0,0,0,0,0,0
2017,Songkhla,SuphanBuri60,0,0,0,0,0,0
2017,Songkhla,PhotoperiodSensitiveRice,8964,7515,4312,481,574,4.27
2017,Songkhla,NonPhotoperiodSensitiveRice,105498,88461,53672,509,607,50.21
2017,Songkhla,ChaiNat1,9086,7614,4818,530,633,4.32
2017,Songkhla,KhlongLuang1,0,0,0,0,0,0
2017,Songkhla,SupanburiAromaticRice,0,0,0,0,0,0
2017,Songkhla,PTT1,31048,26029,17854,575,686,14.78
2017,Songkhla,SuphanBuri1,0,0,0,0,0,0
2017,Satun,NativeRice,17087,15837,6388,374,403,85.21
2017,Satun,RD6,0,0,0,0,0,0
2017,Satun,RD15,0,0,0,0,0,0
2017,Satun,KDML105,0,0,0,0,0,0
2017,Satun,SuphanBuri60,0,0,0,0,0,0
2017,Satun,PhotoperiodSensitiveRice,0,0,0,0,0,0
2017,Satun,NonPhotoperiodSensitiveRice,1067,989,401,376,405,5.32
2017,Satun,ChaiNat1,0,0,0,0,0,0
2017,Satun,KhlongLuang1,0,0,0,0,0,0
2017,Satun,SupanburiAromaticRice,0,0,0,0,0,0
2017,Satun,PTT1,1900,1763,820,432,465,9.47
2017,Satun,SuphanBuri1,0,0,0,0,0,0
2017,Pattani,NativeRice,54476,48466,20546,377,424,79.03
2017,Pattani,RD6,0,0,0,0,0,0
2017,Pattani,RD15,0,0,0,0,0,0
2017,Pattani,KDML105,0,0,0,0,0,0
2017,Pattani,SuphanBuri60,0,0,0,0,0,0
2017,Pattani,PhotoperiodSensitiveRice,5897,5239,2248,381,429,8.55
2017,Pattani,NonPhotoperiodSensitiveRice,8563,7564,3282,383,434,12.42
2017,Pattani,ChaiNat1,0,0,0,0,0,0
2017,Pattani,KhlongLuang1,0,0,0,0,0,0
2017,Pattani,SupanburiAromaticRice,0,0,0,0,0,0
2017,Pattani,PTT1,0,0,0,0,0,0
2017,Pattani,SuphanBuri1,0,0,0,0,0,0
2017,Yala,NativeRice,19035,18787,6637,349,353,86.81
2017,Yala,RD6,0,0,0,0,0,0
2017,Yala,RD15,0,0,0,0,0,0
2017,Yala,KDML105,0,0,0,0,0,0
2017,Yala,SuphanBuri60,0,0,0,0,0,0
2017,Yala,PhotoperiodSensitiveRice,1034,1020,355,343,348,4.72
2017,Yala,NonPhotoperiodSensitiveRice,1856,1832,663,357,362,8.47
2017,Yala,ChaiNat1,0,0,0,0,0,0
2017,Yala,KhlongLuang1,0,0,0,0,0,0
2017,Yala,SupanburiAromaticRice,0,0,0,0,0,0
2017,Yala,PTT1,0,0,0,0,0,0
2017,Yala,SuphanBuri1,0,0,0,0,0,0
2017,Narathiwat,NativeRice,40141,38050,15397,384,405,81.33
2017,Narathiwat,RD6,0,0,0,0,0,0
2017,Narathiwat,RD15,0,0,0,0,0,0
2017,Narathiwat,KDML105,0,0,0,0,0,0
2017,Narathiwat,SuphanBuri60,0,0,0,0,0,0
2017,Narathiwat,PhotoperiodSensitiveRice,2864,2764,1134,396,410,5.8
2017,Narathiwat,NonPhotoperiodSensitiveRice,6352,6028,2507,395,416,12.87
2017,Narathiwat,ChaiNat1,0,0,0,0,0,0
2017,Narathiwat,KhlongLuang1,0,0,0,0,0,0
2017,Narathiwat,SupanburiAromaticRice,0,0,0,0,0,0
2017,Narathiwat,PTT1,0,0,0,0,0,0
2017,Narathiwat,SuphanBuri1,0,0,0,0,0,0
2018,Chiang Rai,NativeRice,67574,67344,28132,416,418,5.41
2018,Chiang Rai,RD6,576658,567724,321945,558,567,46.16
2018,Chiang Rai,RD15,144037,142638,76387,530,536,11.53
2018,Chiang Rai,KDML105,139054,138084,67999,489,492,11.13
2018,Chiang Rai,SuphanBuri60,1764,1741,1234,700,709,0.14
2018,Chiang Rai,PhotoperiodSensitiveRice,27901,26817,18326,657,683,2.23
2018,Chiang Rai,NonPhotoperiodSensitiveRice,233800,229481,157833,675,688,18.72
2018,Chiang Rai,ChaiNat1,483,483,217,449,449,0.04
2018,Chiang Rai,SupanburiAromaticRice,135,135,72,533,533,0.01
2018,Chiang Rai,PTT1,53120,53023,39455,743,744,4.25
2018,Chiang Rai,SuphanBuri1,4720,4676,2514,533,538,0.38
2018,Phayao,NativeRice,12176,11629,5263,432,453,1.96
2018,Phayao,RD6,178489,177442,94381,529,532,28.77
2018,Phayao,RD15,87847,87312,46873,534,537,14.16
2018,Phayao,KDML105,278193,274699,135813,488,494,44.84
2018,Phayao,SuphanBuri60,0,0,0,0,0,0
2018,Phayao,PhotoperiodSensitiveRice,22479,22238,14069,626,633,3.62
2018,Phayao,NonPhotoperiodSensitiveRice,39564,39337,25732,650,654,6.38
2018,Phayao,ChaiNat1,595,595,292,491,491,0.1
2018,Phayao,SupanburiAromaticRice,0,0,0,0,0,0
2018,Phayao,PTT1,1068,1061,569,533,536,0.17
2018,Phayao,SuphanBuri1,0,0,0,0,0,0
2018,Lampang,NativeRice,8309,7474,2583,311,346,1.92
2018,Lampang,RD6,217323,216094,113616,523,526,49.99
2018,Lampang,RD15,967,957,385,398,402,0.22
2018,Lampang,KDML105,56272,55904,28770,511,515,12.94
2018,Lampang,SuphanBuri60,0,0,0,0,0,0
2018,Lampang,PhotoperiodSensitiveRice,11978,11913,6688,558,561,2.76
2018,Lampang,NonPhotoperiodSensitiveRice,138855,138434,75868,546,548,31.94
2018,Lampang,ChaiNat1,0,0,0,0,0,0
2018,Lampang,SupanburiAromaticRice,0,0,0,0,0,0
2018,Lampang,PTT1,1020,1020,546,535,535,0.23
2018,Lampang,SuphanBuri1,0,0,0,0,0,0
2018,Lamphun,NativeRice,3436,3416,1585,461,464,3.22
2018,Lamphun,RD6,38616,38464,23121,599,601,36.22
2018,Lamphun,RD15,292,292,123,421,421,0.27
2018,Lamphun,KDML105,4943,4927,2864,579,581,4.64
2018,Lamphun,SuphanBuri60,0,0,0,0,0,0
2018,Lamphun,PhotoperiodSensitiveRice,3229,3223,1766,547,548,3.03
2018,Lamphun,NonPhotoperiodSensitiveRice,55847,55667,35655,638,641,52.38
2018,Lamphun,ChaiNat1,0,0,0,0,0,0
2018,Lamphun,SupanburiAromaticRice,0,0,0,0,0,0
2018,Lamphun,PTT1,258,258,130,504,504,0.24
2018,Lamphun,SuphanBuri1,0,0,0,0,0,0
2018,Chiang Mai,NativeRice,107595,106047,43203,402,407,23.27
2018,Chiang Mai,RD6,62408,61689,36213,580,587,13.5
2018,Chiang Mai,RD15,1264,1264,535,423,423,0.27
2018,Chiang Mai,KDML105,27038,26720,14737,545,552,5.85
2018,Chiang Mai,SuphanBuri60,0,0,0,0,0,0
2018,Chiang Mai,PhotoperiodSensitiveRice,10949,10910,6384,583,585,2.37
2018,Chiang Mai,NonPhotoperiodSensitiveRice,251473,250012,171841,683,687,54.39
2018,Chiang Mai,ChaiNat1,0,0,0,0,0,0
2018,Chiang Mai,SupanburiAromaticRice,0,0,0,0,0,0
2018,Chiang Mai,PTT1,1611,1587,1039,645,655,0.35
2018,Chiang Mai,SuphanBuri1,0,0,0,0,0,0
2018,Mae Hong Son,NativeRice,88479,87159,30832,348,354,48.49
2018,Mae Hong Son,RD6,2343,2316,1316,562,568,1.28
2018,Mae Hong Son,RD15,363,363,169,466,466,0.2
2018,Mae Hong Son,KDML105,32494,32330,14927,459,462,17.81
2018,Mae Hong Son,SuphanBuri60,0,0,0,0,0,0
2018,Mae Hong Son,PhotoperiodSensitiveRice,3216,3185,1503,467,472,1.76
2018,Mae Hong Son,NonPhotoperiodSensitiveRice,55580,55244,27029,486,489,30.46
2018,Mae Hong Son,ChaiNat1,0,0,0,0,0,0
2018,Mae Hong Son,SupanburiAromaticRice,0,0,0,0,0,0
2018,Mae Hong Son,PTT1,0,0,0,0,0,0
2018,Mae Hong Son,SuphanBuri1,0,0,0,0,0,0
2018,Tak,NativeRice,111659,109684,38216,342,348,34.78
2018,Tak,RD6,19238,19118,8289,431,434,5.99
2018,Tak,RD15,228,228,88,386,386,0.07
2018,Tak,KDML105,110008,109093,46370,422,425,34.28
2018,Tak,SuphanBuri60,217,217,90,415,415,0.07
2018,Tak,PhotoperiodSensitiveRice,11326,11294,5065,447,448,3.53
2018,Tak,NonPhotoperiodSensitiveRice,46233,46066,25504,552,554,14.41
2018,Tak,ChaiNat1,9038,9001,5124,567,569,2.82
2018,Tak,SupanburiAromaticRice,151,151,69,457,457,0.05
2018,Tak,PTT1,10332,10313,5498,532,533,3.22
2018,Tak,SuphanBuri1,2517,2490,1546,614,621,0.78
2018,Kamphaeng Phet,NativeRice,7041,7025,2508,356,357,0.59
2018,Kamphaeng Phet,RD6,5266,5257,2536,482,482,0.45
2018,Kamphaeng Phet,RD15,68,68,27,397,397,0.01
2018,Kamphaeng Phet,KDML105,75990,75910,32579,429,429,6.51
2018,Kamphaeng Phet,SuphanBuri60,3040,3033,1751,576,577,0.26
2018,Kamphaeng Phet,PhotoperiodSensitiveRice,14017,13993,6970,497,498,1.2
2018,Kamphaeng Phet,NonPhotoperiodSensitiveRice,1018705,1017626,619628,608,609,87.3
2018,Kamphaeng Phet,ChaiNat1,6020,6012,2705,449,450,0.52
2018,Kamphaeng Phet,SupanburiAromaticRice,2750,2750,1441,524,524,0.24
2018,Kamphaeng Phet,PTT1,13654,13639,8251,604,605,1.17
2018,Kamphaeng Phet,SuphanBuri1,20367,20343,11490,564,565,1.75
2018,Sukhothai,NativeRice,20831,16854,6602,317,392,1.98
2018,Sukhothai,RD6,13368,12660,4345,325,343,1.27
2018,Sukhothai,RD15,847,807,255,301,316,0.08
2018,Sukhothai,KDML105,83645,80796,34543,413,428,7.95
2018,Sukhothai,SuphanBuri60,11422,10470,5800,508,554,1.09
2018,Sukhothai,PhotoperiodSensitiveRice,4199,4159,1746,416,420,0.4
2018,Sukhothai,NonPhotoperiodSensitiveRice,848433,800933,450514,531,562,80.65
2018,Sukhothai,ChaiNat1,14857,14312,8174,550,571,1.41
2018,Sukhothai,SupanburiAromaticRice,654,608,279,427,459,0.06
2018,Sukhothai,PTT1,25590,24715,15795,617,639,2.43
2018,Sukhothai,SuphanBuri1,28209,27330,15740,558,576,2.68
2018,Phrae,NativeRice,2608,2596,917,352,353,0.88
2018,Phrae,RD6,67402,66919,38947,578,582,22.62
2018,Phrae,RD15,1531,1531,696,455,455,0.51
2018,Phrae,KDML105,24394,24237,12894,529,532,8.19
2018,Phrae,SuphanBuri60,0,0,0,0,0,0
2018,Phrae,PhotoperiodSensitiveRice,27892,27836,14524,521,522,9.36
2018,Phrae,NonPhotoperiodSensitiveRice,174120,173827,101846,585,586,58.44
2018,Phrae,ChaiNat1,0,0,0,0,0,0
2018,Phrae,SupanburiAromaticRice,0,0,0,0,0,0
2018,Phrae,PTT1,0,0,0,0,0,0
2018,Phrae,SuphanBuri1,0,0,0,0,0,0
2018,Nan,NativeRice,46342,45480,16017,346,352,16.77
2018,Nan,RD6,82366,81777,40940,497,501,29.81
2018,Nan,RD15,0,0,0,0,0,0
2018,Nan,KDML105,9526,9437,4775,501,506,3.45
2018,Nan,SuphanBuri60,0,0,0,0,0,0
2018,Nan,PhotoperiodSensitiveRice,48493,48128,27077,558,563,17.55
2018,Nan,NonPhotoperiodSensitiveRice,89523,87650,52209,583,596,32.4
2018,Nan,ChaiNat1,0,0,0,0,0,0
2018,Nan,SupanburiAromaticRice,0,0,0,0,0,0
2018,Nan,PTT1,51,51,31,608,608,0.02
2018,Nan,SuphanBuri1,0,0,0,0,0,0
2018,Uttaradit,NativeRice,9286,8546,2950,318,345,1.58
2018,Uttaradit,RD6,34517,31691,14357,416,453,5.93
2018,Uttaradit,RD15,0,0,0,0,0,0
2018,Uttaradit,KDML105,49867,46133,22950,460,497,8.56
2018,Uttaradit,SuphanBuri60,4024,3864,1783,443,461,0.69
2018,Uttaradit,PhotoperiodSensitiveRice,12162,11461,6392,526,558,2.09
2018,Uttaradit,NonPhotoperiodSensitiveRice,258736,237980,143393,554,603,44.43
2018,Uttaradit,ChaiNat1,1194,1153,643,539,558,0.21
2018,Uttaradit,SupanburiAromaticRice,1326,1276,637,480,499,0.23
2018,Uttaradit,PTT1,160331,144894,96349,601,665,27.53
2018,Uttaradit,SuphanBuri1,50931,47694,31130,611,653,8.75
2018,Phitsanulok,NativeRice,25399,22595,9062,357,401,1.86
2018,Phitsanulok,RD6,63773,62653,29385,461,469,4.63
2018,Phitsanulok,RD15,3977,3937,1961,493,498,0.29
2018,Phitsanulok,KDML105,216883,213342,100640,464,472,15.76
2018,Phitsanulok,SuphanBuri60,8311,8167,4748,571,581,0.6
2018,Phitsanulok,PhotoperiodSensitiveRice,52034,51222,24775,476,484,3.78
2018,Phitsanulok,NonPhotoperiodSensitiveRice,920238,888913,547982,595,616,66.88
2018,Phitsanulok,ChaiNat1,31371,30491,20700,660,679,2.28
2018,Phitsanulok,SupanburiAromaticRice,0,0,0,0,0,0
2018,Phitsanulok,PTT1,18365,17927,11595,631,647,1.33
2018,Phitsanulok,SuphanBuri1,35588,34549,22587,635,654,2.59
2018,Phichit,NativeRice,30104,30005,14110,469,470,1.76
2018,Phichit,RD6,0,0,0,0,0,0
2018,Phichit,RD15,5549,5518,2699,486,489,0.33
2018,Phichit,KDML105,458369,455915,218305,476,479,26.86
2018,Phichit,SuphanBuri60,2537,2530,1588,626,628,0.15
2018,Phichit,PhotoperiodSensitiveRice,92193,91784,54421,590,593,5.4
2018,Phichit,NonPhotoperiodSensitiveRice,1023382,1018904,688954,673,676,59.97
2018,Phichit,ChaiNat1,17453,17339,12817,734,739,1.02
2018,Phichit,SupanburiAromaticRice,1812,1798,1249,689,695,0.11
2018,Phichit,PTT1,8846,8802,5468,618,621,0.52
2018,Phichit,SuphanBuri1,66243,65847,41740,630,634,3.88
2018,Nakhon Sawan,NativeRice,32552,32329,16563,509,512,1.36
2018,Nakhon Sawan,RD6,2566,2552,1003,391,393,0.11
2018,Nakhon Sawan,RD15,0,0,0,0,0,0
2018,Nakhon Sawan,KDML105,658379,655410,352126,535,537,27.43
2018,Nakhon Sawan,SuphanBuri60,1396,1380,690,494,500,0.06
2018,Nakhon Sawan,PhotoperiodSensitiveRice,31821,31762,16789,528,529,1.33
2018,Nakhon Sawan,NonPhotoperiodSensitiveRice,1477113,1472132,916598,621,623,61.53
2018,Nakhon Sawan,ChaiNat1,105843,105314,62855,594,597,4.41
2018,Nakhon Sawan,SupanburiAromaticRice,3486,3462,2169,622,627,0.15
