year,province,variety,plantingarea,harvestedarea,production,YieldPA,YieldHA,portionplant
2015,Ratchaburi,ChaiNat1,15347,15213,10956,714,720,5.41
2015,Ratchaburi,PTT1,20376,20279,14683,721,724,7.18
2015,Ratchaburi,SuphanBuri1,146926,145647,103815,707,713,51.77
2015,Samut Songkhram,NonPhotoperiodSensitiveRice,1893,1893,1343,709,709,53.14
2015,Samut Songkhram,SuphanBuri1,1669,1669,1168,700,700,46.86
2015,Phetchaburi,NativeRice,5398,5343,2189,406,410,1.83
2015,Phetchaburi,KDML105,2576,2555,1123,436,440,0.87
2015,Phetchaburi,SuphanBuri60,15637,15478,10510,672,679,5.28
2015,Phetchaburi,PhotoperiodSensitiveRice,28158,27891,18358,652,658,9.5
2015,Phetchaburi,NonPhotoperiodSensitiveRice,144422,142857,101867,705,713,48.75
2015,Phetchaburi,ChaiNat1,21075,20860,14475,687,694,7.11
2015,Phetchaburi,PTT1,3866,3827,2801,725,732,1.3
2015,Phetchaburi,SuphanBuri1,75146,74447,53304,709,716,25.36
2015,Prachuap Khiri Khan,NativeRice,1024,983,386,377,393,4.8
2015,Prachuap Khiri Khan,KDML105,1207,1159,514,426,443,5.65
2015,Prachuap Khiri Khan,NonPhotoperiodSensitiveRice,5610,5387,2610,465,484,26.28
2015,Prachuap Khiri Khan,ChaiNat1,7547,7248,4074,540,562,35.35
2015,Prachuap Khiri Khan,PTT1,716,688,415,580,603,3.35
2015,Prachuap Khiri Khan,SuphanBuri1,5246,5038,3082,587,612,24.57
2015,Chumphon,NativeRice,2103,1956,718,341,367,41.45
2015,Chumphon,KDML105,201,187,64,318,342,3.96
2015,Chumphon,PhotoperiodSensitiveRice,589,548,180,306,328,11.61
2015,Chumphon,PTT1,2181,2028,892,409,440,42.98
2015,Ranong,NativeRice,649,641,232,357,362,59
2015,Ranong,PhotoperiodSensitiveRice,451,446,139,308,312,41
2015,Surat Thani,NativeRice,238,237,84,353,354,4.5
2015,Surat Thani,KDML105,514,513,190,370,370,9.71
2015,Surat Thani,PhotoperiodSensitiveRice,755,753,330,437,438,14.25
2015,Surat Thani,PTT1,3788,3778,1715,453,454,71.54
2015,Phangnga,NativeRice,340,339,99,291,292,25.03
2015,Phangnga,KDML105,255,254,76,298,299,18.78
2015,Phangnga,PhotoperiodSensitiveRice,439,437,129,294,295,32.33
2015,Phangnga,PTT1,324,323,119,367,368,23.86
2015,Phuket,NativeRice,16,16,7,438,438,23.19
2015,Phuket,PhotoperiodSensitiveRice,53,52,27,509,519,76.81
2015,Krabi,NativeRice,2047,2026,645,315,318,30.74
2015,Krabi,PhotoperiodSensitiveRice,4611,4565,1409,306,309,69.26
2015,Trang,NativeRice,11180,11114,4232,379,381,90.95
2015,Trang,NonPhotoperiodSensitiveRice,788,783,377,478,481,6.41
2015,Trang,PTT1,324,322,139,429,432,2.64
2015,Nakhon Si Thammarat,NativeRice,42648,42271,14129,331,334,14.81
2015,Nakhon Si Thammarat,KDML105,5367,5324,2016,376,379,1.86
2015,Nakhon Si Thammarat,SuphanBuri60,3024,3002,1337,442,445,1.05
2015,Nakhon Si Thammarat,PhotoperiodSensitiveRice,42504,42177,17542,413,416,14.76
2015,Nakhon Si Thammarat,NonPhotoperiodSensitiveRice,83013,82197,41574,501,506,28.83
2015,Nakhon Si Thammarat,PTT1,111429,110462,52261,469,473,38.69
2015,Pattani,NativeRice,63204,62607,22321,353,357,47.98
2015,Pattani,PhotoperiodSensitiveRice,39622,39367,16014,404,407,30.09
2015,Pattani,NonPhotoperiodSensitiveRice,17161,17021,11010,642,647,13.03
2015,Pattani,ChaiNat1,4128,4094,2427,588,593,3.13
2015,Pattani,PTT1,7601,7549,4872,641,645,5.77
2015,Songkhla,NativeRice,75263,74710,30772,409,412,37.49
2015,Songkhla,PhotoperiodSensitiveRice,56064,55652,30047,536,540,27.94
2015,Songkhla,NonPhotoperiodSensitiveRice,37040,36717,25408,686,692,18.46
2015,Songkhla,ChaiNat1,3744,3716,2215,592,596,1.87
2015,Songkhla,PTT1,28577,28417,18359,642,646,14.24
2015,Satun,NativeRice,22679,22319,8792,388,394,90.67
2015,Satun,PhotoperiodSensitiveRice,1417,1395,552,390,396,5.67
2015,Satun,PTT1,916,901,410,448,455,3.66
2015,Pattani,NativeRice,55593,55014,20339,366,370,67
2015,Pattani,PhotoperiodSensitiveRice,17018,16860,6241,367,370,20.51
2015,Pattani,NonPhotoperiodSensitiveRice,10362,10280,3854,372,375,12.49
2015,Yala,NativeRice,20634,20431,7225,350,354,78.25
2015,Yala,PhotoperiodSensitiveRice,1722,1710,593,344,347,6.53
2015,Yala,NonPhotoperiodSensitiveRice,2466,2442,885,359,362,9.35
2015,Yala,PTT1,1547,1532,621,401,405,5.87
2015,Narathiwat,NativeRice,38566,38146,14866,385,390,71.57
2015,Narathiwat,PhotoperiodSensitiveRice,7765,7692,3002,387,390,14.41
2015,Narathiwat,NonPhotoperiodSensitiveRice,7556,7476,2951,391,395,14.02
