year,ID_01,province ENG,method,planting area(rai),harvesting area (rai),production (ton),yield (Kg/rai) plant,yield (Kg/rai) harvest,amount Seeds (tons),seed utilization rate per rai (Kg/rai)
2016,54,Roi Et,PlacingMachine,33258,32658,11755,353,360,332,9.98
2016,55,Sa Kaeo,Transplant,97371,88413,30292,311,343,1105,11.35
2016,55,Sa Kaeo,WetBroadcast,45465,40497,13955,307,345,935,20.57
2016,55,Sa Kaeo,DryBroadcast,578062,483780,149621,259,309,14012,24.24
2016,56,Sakon Nakhon,Transplant,1223138,1207189,455742,373,378,8807,7.2
2016,56,Sakon Nakhon,WetBroadcast,37694,37128,14188,376,382,516,13.69
2016,56,Sakon Nakhon,DryBroadcast,782692,761010,247145,316,325,9510,12.15
2016,56,Sakon Nakhon,PlacingMachine,49411,48934,18098,366,370,308,6.23
2016,57,Samut Prakan,WetBroadcast,18768,18659,14288,761,766,539,28.72
2016,58,Samut Sakhon,WetBroadcast,6048,5978,4208,696,704,166,27.45
2016,59,Samut Songkhram,WetBroadcast,2639,2634,1852,702,703,66,25.01
2016,60,Saraburi,Transplant,5495,5398,3320,604,615,74,13.47
2016,60,Saraburi,WetBroadcast,270781,267586,174728,645,653,6875,25.39
2016,60,Saraburi,DryBroadcast,51320,50769,30081,586,593,1285,25.04
2016,61,Satun,Transplant,18140,18140,7601,419,419,131,7.22
2016,61,Satun,WetBroadcast,1872,1872,821,439,439,28,14.96
2016,61,Satun,DryBroadcast,1551,1551,535,345,345,21,13.54
2016,62,Si Sa Ket,Transplant,520326,505919,205779,395,407,4922,9.46
2016,62,Si Sa Ket,DryBroadcast,2433523,2377816,842112,346,354,42781,17.58
2016,62,Si Sa Ket,PlacingMachine,18680,18434,6875,368,373,166,8.89
2016,63,Sing Buri,Transplant,6875,6754,4651,677,689,117,17.02
2016,63,Sing Buri,WetBroadcast,280777,273128,187060,666,685,6817,24.28
2016,64,Songkhla,Transplant,14654,13219,5650,386,427,143,9.76
2016,64,Songkhla,WetBroadcast,90325,73197,44899,497,613,2509,27.78
2016,64,Songkhla,DryBroadcast,85263,69118,32349,379,468,1849,21.69
2016,65,Sukhothai,Transplant,103562,102849,57244,553,557,1238,11.95
2016,65,Sukhothai,WetBroadcast,761698,754861,434068,570,575,22820,29.96
2016,65,Sukhothai,DryBroadcast,95624,94739,43034,450,454,2688,28.11
2016,66,Suphan Buri,Transplant,50253,50171,37012,737,738,762,15.16
2016,66,Suphan Buri,WetBroadcast,1091855,1087312,798250,731,734,29535,27.05
2016,66,Suphan Buri,DryBroadcast,60824,60421,36233,596,600,1727,28.39
2016,67,Surat Thani,Transplant,536,500,206,384,412,4,7.46
2016,67,Surat Thani,WetBroadcast,4996,4705,1933,387,411,104,20.82
2016,67,Surat Thani,DryBroadcast,122,117,39,320,333,2,16.39
2016,67,Surat Thani,PlacingMachine,181,174,51,282,293,1,5.52
2016,68,Surin,Transplant,78430,76139,30278,386,398,716,9.13
2016,68,Surin,WetBroadcast,236276,233850,87874,372,376,6250,26.45
2016,68,Surin,DryBroadcast,2619050,2521220,968364,370,384,63276,24.16
2016,68,Surin,PlacingMachine,137098,142674,51436,375,361,1365,9.96
2016,69,Tak,Transplant,105112,103504,46657,444,451,925,8.8
2016,69,Tak,WetBroadcast,56384,55610,25597,454,460,917,16.26
2016,69,Tak,DryBroadcast,34244,33774,11401,333,338,714,20.85
2016,69,Tak,PlacingMachine,24200,23499,7324,303,312,270,11.16
2016,70,Trang,Transplant,8690,8666,3653,420,422,53,6.1
2016,70,Trang,WetBroadcast,3027,3016,1224,404,406,57,18.83
2016,70,Trang,DryBroadcast,215,215,69,321,321,3,13.95
2016,70,Trang,PlacingMachine,131,131,40,305,305,1,7.63
2016,71,Trat,Transplant,2325,2266,940,404,415,19,8.17
2016,71,Trat,WetBroadcast,12586,12226,5031,400,412,210,16.69
2016,71,Trat,DryBroadcast,1263,1243,464,367,373,20,15.84
2016,72,Ubon Ratchathani,Transplant,1023258,1005669,365128,357,363,6273,6.13
2016,72,Ubon Ratchathani,WetBroadcast,36100,35475,13093,363,369,460,12.74
2016,72,Ubon Ratchathani,DryBroadcast,2782269,2718461,878868,316,323,33471,12.03
2016,72,Ubon Ratchathani,PlacingMachine,20849,20379,6976,335,342,150,7.19
2016,73,Udon Thani,Transplant,1140924,1105417,422132,370,382,8705,7.63
2016,73,Udon Thani,WetBroadcast,60976,59391,21487,352,362,800,13.12
2016,73,Udon Thani,DryBroadcast,475632,460678,172070,362,374,5246,11.03
2016,73,Udon Thani,PlacingMachine,62606,61507,23532,376,383,556,8.88
2016,74,Uthai Thani,Transplant,32639,31454,21003,643,668,397,12.16
2016,74,Uthai Thani,WetBroadcast,384632,366183,241821,629,660,10816,28.12
2016,74,Uthai Thani,DryBroadcast,58647,56518,25304,431,448,1861,31.73
2016,75,Uttaradit,Transplant,76386,75458,45285,593,600,909,11.9
2016,75,Uttaradit,DryBroadcast,41276,40774,17189,416,422,1082,26.21
2016,76,Yala,Transplant,18638,18342,6082,326,332,130,6.97
2016,77,Yasothon,Transplant,406010,389694,141365,348,363,2716,6.69
2016,77,Yasothon,WetBroadcast,21473,20911,7360,343,352,287,13.37
2016,77,Yasothon,DryBroadcast,863862,821322,291383,337,355,14953,17.31
2016,77,Yasothon,PlacingMachine,6208,6087,2040,329,335,49,7.89
